raw_text,normalized_text,issue_summary,primary_domain,issue_type,severity_level,public_safety_flag,vulnerable_population_flag,inferred_language,submission_channel,city,ward_id,has_image,image_description,confidence,is_edge_case,is_noisy,clip_prompt
बिना स्वीकृत नक्शे के इमारत बन रही है।,An unauthorized building is being constructed in Thiru-Vi-Ka Nagar without required municipal approvals.,Illegal construction has been flagged in Thiru-Vi-Ka Nagar where a building is being built without any approved plan.,Urban Planning & Real Estate,illegal_construction,5,0,False,Hindi,Voice Hotline,Chennai,74,False,,0.97,False,False,"A photo showing illegal construction, a civic issue, or broken public infrastructure."
Municipal staff refusing to process complaint without payment.,A municipal official in Anna Nagar is demanding bribes for routine civic approvals and services.,Residents in Anna Nagar have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,"Emergency, Safety & Accountability",civic_corruption,7,0,False,English,Web App,Chennai,94,False,,0.84,False,False,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
மூடிய அங்கன்வாடியின் படம் இணைத்துள்ளேன்.,The anganwadi center in Pallavaram has been non-functional for weeks depriving children of meals.,The anganwadi center in Pallavaram has been closed for three weeks. Young children are being deprived of nutrition and early care services.,Social Infrastructure & Public Health,public_health_service,7,0,True,Tamil,Voice Hotline,Chennai,158,True,Photo of an empty anganwadi classroom with no staff or children present.,0.94,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
"இரவு பேருந்து சேவை இல்லை, தொழிலாளர்கள் வீட்டிற்கு போக முடியவில்லை.",MTC bus service to Anna Salai has been suspended or severely reduced without prior notice.,Public bus service to Anna Salai has been stopped with no advance notice. Commuters are stranded.,Transportation & Traffic,public_transport_failure,4,0,False,Tamil,Voice Hotline,Chennai,63,False,,0.85,False,False,"A photo showing public transport failure, a civic issue, or broken public infrastructure."
சட்டவிரோத நிறுத்தத்தின் படம் இணைத்துள்ளேன்.,Illegal parking near Koyambedu is blocking traffic and preventing emergency vehicle access.,Illegal and double parking near Koyambedu is blocking a full lane of traffic. Emergency vehicles are unable to pass.,Transportation & Traffic,parking_violation,4,0,False,Tamil,Mobile App,Chennai,99,True,Image of cars parked on a footpath forcing pedestrians onto the road.,0.93,False,False,"A photo showing parking violation, a civic issue, or broken public infrastructure."
बिल्डिंग प्लान पास करने के लिए इंस्पेक्टर ने पैसे मांगे।,A municipal official in Sholinganallur South is demanding bribes for routine civic approvals and services.,Residents in Sholinganallur South have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,"Emergency, Safety & Accountability",civic_corruption,7,0,False,Hindi,WhatsApp,Chennai,169,False,,0.97,False,False,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
Photo of rusted abandoned vehicle blocking road near Perungudi.,An abandoned vehicle has been blocking the road near Perungudi for several weeks.,A rusted abandoned vehicle has been occupying road space near Perungudi for over a month. Despite complaints it has not been removed.,Transportation & Traffic,parking_violation,3,0,False,English,Mobile App,Chennai,185,True,Image of an old broken-down truck occupying half a lane on a main road.,0.89,False,False,"A photo showing parking violation, a civic issue, or broken public infrastructure."
Restaurant tables placed on public footpath in K.K. Nagar.,Footpath near K.K. Nagar has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near K.K. Nagar, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",Urban Planning & Real Estate,encroachment,4,0,False,English,Citizen Kiosk,Chennai,129,False,,0.85,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
pothole caused accident many times nobody fixing,A road or pothole issue has been reported.,"Street vendors have taken over the footpath near Boat Club, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",Urban Planning & Real Estate,encroachment,4,1,False,English,Voice Hotline,Chennai,135,False,,0.81,False,True,"A photo showing encroachment, a civic issue, or broken public infrastructure."
விரிசல் விட்ட கட்டிடத்தின் படம் இணைத்துள்ளேன்.,A structurally unsafe and crumbling building near Vepery is at immediate risk of collapse.,An abandoned building in Vepery is visibly deteriorating with cracks and falling debris. The structure could collapse at any time.,Urban Planning & Real Estate,unsafe_structure,8,1,False,Tamil,Citizen Kiosk,Chennai,62,True,Photo of an old building with visible cracks running through the exterior walls.,0.86,False,False,"A photo showing unsafe structure, a civic issue, or broken public infrastructure."
sewer smell very bad pls do something,A garbage accumulation or sanitation issue has been reported.,A food poisoning incident in Jaladampet has led to multiple hospitalisations from a local eatery. Inspection is needed urgently.,Social Infrastructure & Public Health,public_health_service,8,1,False,English,Mobile App,Chennai,141,False,,0.77,False,True,"A photo showing public health service, a civic issue, or broken public infrastructure."
வீதி விளக்கு வேலை செய்யவில்லை,A street lighting issue has been reported.,"A road collapse has been reported in Puzhuthivakkam following heavy rain, creating a large sinkhole. All traffic is blocked and the area poses immediate danger to commuters.",Core Infrastructure & Public Works,road_damage,8,1,False,Tamil,Citizen Kiosk,Chennai,163,False,,0.74,False,True,"A photo showing road damage, a civic issue, or broken public infrastructure."
रात में पूरी गली अंधेरे में है।,"Street lights are non-functional in Mathur, leaving the area in complete darkness at night.",Street lighting has been out in Mathur for over two weeks. Residents report safety concerns including theft and women being unable to walk at night.,Core Infrastructure & Public Works,street_lighting_failure,6,1,False,Hindi,Voice Hotline,Chennai,19,False,,0.87,False,False,"A photo showing street lighting failure, a civic issue, or broken public infrastructure."
"Something is wrong with the water supply, it smells like drain water.",Contaminated and discoloured water is being supplied through municipal pipes in Tiruvottiyur North causing illness.,Residents of Tiruvottiyur North are receiving discoloured and foul-smelling water through municipal pipes. Multiple cases of illness have been reported.,Core Infrastructure & Public Works,water_supply_failure,8,1,False,English,Mobile App,Chennai,6,False,,0.94,False,False,"A photo showing water supply failure, a civic issue, or broken public infrastructure."
ஒரே இரவில் அங்கீகரிக்கப்படாத கட்டமைப்பு உருவாகிவிட்டது.,An unauthorized building is being constructed in Sholinganallur East without required municipal approvals.,Illegal construction has been flagged in Sholinganallur East where a building is being built without any approved plan.,Urban Planning & Real Estate,illegal_construction,5,0,False,Tamil,Voice Hotline,Chennai,200,False,,0.94,False,False,"A photo showing illegal construction, a civic issue, or broken public infrastructure."
சாப்பாட்டு கடை சமையலறையில் பல்லி மற்றும் கரப்பான் பூச்சி.,Unhygienic food is being served near Kotturpuram causing food poisoning with multiple residents hospitalised.,A food poisoning incident in Kotturpuram has led to multiple hospitalisations from a local eatery. Inspection is needed urgently.,Social Infrastructure & Public Health,public_health_service,8,1,False,Tamil,Web App,Chennai,172,False,,0.96,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
"The water supply near Anna Nagar hospital has been cut for three days, affecting patients and staff.","The government hospital in Anna Nagar has no water supply for three days, affecting patient care.",An edge case where a water supply failure is directly impacting healthcare delivery at the government hospital in Anna Nagar.,Social Infrastructure & Public Health,public_health_service,9,1,True,English,Voice Hotline,Chennai,94,False,,0.83,True,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
"ढक्कन के बिना खुला맨होल है, बहुत खतरनाक है।",An open manhole without a cover near Surapet is posing immediate danger to pedestrians and motorists.,An uncovered manhole has been reported in Surapet with no warning signs or barricading. A biker has already fallen in.,Core Infrastructure & Public Works,drainage_sewage,9,1,False,Hindi,Citizen Kiosk,Chennai,33,False,,0.97,False,False,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
"Bus skeleton abandoned near Nazarathpettai, blocking half the lane.",An abandoned vehicle has been blocking the road near Nazarathpettai for several weeks.,A rusted abandoned vehicle has been occupying road space near Nazarathpettai for over a month. Despite complaints it has not been removed.,Transportation & Traffic,parking_violation,3,0,False,English,Citizen Kiosk,Chennai,155,False,,0.95,False,False,"A photo showing parking violation, a civic issue, or broken public infrastructure."
Ullagaram பகுதியில் வசிக்கும் நான் கடந்த இரண்டு மாதங்களாக சாலை குழிகளால் கஷ்டப்படுகிறேன். குழிகளின் ஆழத்தை காட்டும் படம் இணைத்துள்ளேன். முதியவர்களும் பள்ளி மாணவர்களும் கஷ்டப்படுகிறார்கள். மூன்று முறை புகார் கொடுத்தோம் யாரும் வரவில்லை.,Excessive noise from functions and construction near Ullagaram is disturbing residents at night.,Residents of Ullagaram are being subjected to nighttime noise from function halls and construction. Quality of life is being affected.,"Sanitation, Environment & Parks",environmental_pollution,3,0,False,Tamil,Web App,Chennai,162,True,Photo of a large loudspeaker mounted outside a function hall in a residential street.,0.91,False,False,"A photo showing environmental pollution, a civic issue, or broken public infrastructure."
உடைந்த குழாயின் படம் இணைத்துள்ளேன்.,A burst or leaking water pipe in Vadapalani is causing waterlogging and significant water wastage.,"A water pipe has burst in Vadapalani, causing road flooding and water wastage for several days. Despite complaints, no repair crew has visited.",Core Infrastructure & Public Works,water_supply_failure,6,0,False,Tamil,Voice Hotline,Chennai,100,True,Image of a burst water pipe with water spraying sideways and flooding the road.,0.89,False,False,"A photo showing water supply failure, a civic issue, or broken public infrastructure."
The old building near Madhavaram North is about to collapse and the municipal officer is asking for money to demolish it.,A dangerous structure in Madhavaram North poses collapse risk and the responsible official is demanding a bribe before taking action.,An edge case combining structural hazard and corruption in Madhavaram North. The structural risk makes this an emergency but the bribery angle adds governance failure.,Urban Planning & Real Estate,unsafe_structure,9,1,False,English,Voice Hotline,Chennai,32,False,,0.71,True,False,"A photo showing unsafe structure, a civic issue, or broken public infrastructure."
Road becomes a pond after every rain due to blocked drain.,The storm drain in Sholinganallur East is blocked causing the road to flood during every rainfall.,A clogged storm drain in Sholinganallur East is causing the road to flood during every rain event. The drain has not been cleared in months.,Core Infrastructure & Public Works,drainage_sewage,5,0,False,English,Mobile App,Chennai,200,False,,0.96,False,False,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
बाढ़ की फोटो भेज रहा हूं।,Severe flooding in Triplicane has submerged roads and homes leaving residents stranded.,Flash flooding in Triplicane has inundated roads and ground floor homes. Residents are stranded with electricity poles submerged in water.,"Emergency, Safety & Accountability",flooding,9,1,False,Hindi,WhatsApp,Chennai,113,True,Image of cars partially submerged in floodwater on a main road.,0.92,False,False,"A photo showing flooding, a civic issue, or broken public infrastructure."
Image of the anti-corruption helpline notice I was referred to.,A municipal official in Mettupalayam is demanding bribes for routine civic approvals and services.,Residents in Mettupalayam have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,"Emergency, Safety & Accountability",civic_corruption,7,0,False,English,Voice Hotline,Chennai,71,True,Image of a printed notice about anti-corruption helpline posted on a wall.,0.85,False,False,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
काले धुएं की फोटो भेज रहा हूं।,Open garbage burning near Central is causing severe air pollution affecting residents.,"Garbage is being openly burned near Central, filling the area with smoke. Children with respiratory conditions are particularly affected.","Sanitation, Environment & Parks",environmental_pollution,6,0,False,Hindi,Voice Hotline,Chennai,58,True,Photo of burning construction waste on a roadside with thick smoke visible.,0.93,False,False,"A photo showing environmental pollution, a civic issue, or broken public infrastructure."
கான்கிரீட் துண்டுகள் விழுகின்றன.,A structurally unsafe and crumbling building near Shenoy Nagar is at immediate risk of collapse.,An abandoned building in Shenoy Nagar is visibly deteriorating with cracks and falling debris. The structure could collapse at any time.,Urban Planning & Real Estate,unsafe_structure,8,1,False,Tamil,WhatsApp,Chennai,78,False,,0.94,False,False,"A photo showing unsafe structure, a civic issue, or broken public infrastructure."
Photo of footpath completely blocked by vendor near T Nagar.,Footpath near T Nagar has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near T Nagar, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",Urban Planning & Real Estate,encroachment,4,0,False,English,WhatsApp,Chennai,132,True,Image of a vegetable vendor occupying the entire footpath outside a residential complex.,0.86,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
We cannot breathe in our area due to smoke from burning waste.,Open garbage burning near Shenoy Nagar is causing severe air pollution affecting residents.,"Garbage is being openly burned near Shenoy Nagar, filling the area with smoke. Children with respiratory conditions are particularly affected.","Sanitation, Environment & Parks",environmental_pollution,6,0,False,English,Voice Hotline,Chennai,78,False,,0.87,False,False,"A photo showing environmental pollution, a civic issue, or broken public infrastructure."
very bad road condition please look into it,A road or pothole issue has been reported.,Residents in Anna Nagar have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,"Emergency, Safety & Accountability",civic_corruption,7,0,False,English,Web App,Chennai,94,False,,0.79,False,True,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
நோயாளி வாகனம் கூட போக முடியவில்லை.,Illegal parking near Nerkundram is blocking traffic and preventing emergency vehicle access.,Illegal and double parking near Nerkundram is blocking a full lane of traffic. Emergency vehicles are unable to pass.,Transportation & Traffic,parking_violation,4,0,False,Tamil,Mobile App,Chennai,153,False,,0.87,False,False,"A photo showing parking violation, a civic issue, or broken public infrastructure."
குழந்தைகளை எலி கடிக்கிறது.,A severe rodent infestation in T Nagar linked to garbage accumulation is biting children.,Uncollected garbage in T Nagar has led to a severe rat infestation. Rats are biting children and entering homes.,"Sanitation, Environment & Parks",vector_pest_control,6,0,False,Tamil,Mobile App,Chennai,132,False,,0.92,False,False,"A photo showing vector pest control, a civic issue, or broken public infrastructure."
தண்ணீர் கறுப்பாக வருகிறது,A water supply or leakage issue has been reported.,The pedestrian crossing near Chromepet school is non-existent or invisible. School children are forced to cross a busy road without any marked safe zone.,Transportation & Traffic,pedestrian_safety,6,1,True,Tamil,Mobile App,Chennai,124,False,,0.78,False,True,"A photo showing pedestrian safety, a civic issue, or broken public infrastructure."
"The water supply near Poonamallee hospital has been cut for three days, affecting patients and staff.","The government hospital in Poonamallee has no water supply for three days, affecting patient care.",An edge case where a water supply failure is directly impacting healthcare delivery at the government hospital in Poonamallee.,Social Infrastructure & Public Health,public_health_service,9,1,True,English,Mobile App,Chennai,152,False,,0.76,True,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
"Road full of potholes, cannot ride bike without fear of falling.",Large potholes on the road in Alapakkam are causing accidents and vehicle damage.,"Multiple deep potholes have been reported on the road in Alapakkam, causing accidents and vehicle damage. Residents have been requesting repairs for over a month with no response.",Core Infrastructure & Public Works,road_damage,5,0,False,English,Voice Hotline,Chennai,145,False,,0.91,False,False,"A photo showing road damage, a civic issue, or broken public infrastructure."
drain overflow everyday,A drain or sewage overflow issue has been reported.,An uncleared garbage pile near the government school in Sembiam is exposing children to health hazards.,"Sanitation, Environment & Parks",waste_management,6,0,True,English,Web App,Chennai,48,False,,0.71,False,True,"A photo showing waste management, a civic issue, or broken public infrastructure."
சட்டவிரோத நில பயன்பாட்டின் படம் இணைத்துள்ளேன்.,Land use violations are occurring near Alwarpet with commercial or industrial use in residential zones.,"Unauthorized commercial activities are taking place in the residential zone near Alwarpet, causing traffic, noise and pollution.",Urban Planning & Real Estate,encroachment,5,0,False,Tamil,Citizen Kiosk,Chennai,115,True,Image of a commercial signboard on a building in a purely residential zone.,0.88,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
பழைய கட்டிடம் எந்த நேரமும் விழும் என தோன்றுகிறது.,A structurally unsafe and crumbling building near Chindatripet is at immediate risk of collapse.,An abandoned building in Chindatripet is visibly deteriorating with cracks and falling debris. The structure could collapse at any time.,Urban Planning & Real Estate,unsafe_structure,8,1,False,Tamil,WhatsApp,Chennai,108,False,,0.94,False,False,"A photo showing unsafe structure, a civic issue, or broken public infrastructure."
ஒருவருக்கு மின்சாரம் தாக்கியது.,A live electrical wire is dangling on the road in Mangadu causing sparks and electrocution risk.,A fallen live electrical wire in Mangadu is sparking on the road near a bus stop. A resident has already received a mild electric shock.,"Emergency, Safety & Accountability",electrical_hazard,10,1,False,Tamil,Citizen Kiosk,Chennai,151,False,,0.96,False,False,"A photo showing electrical hazard, a civic issue, or broken public infrastructure."
दो महीने पहले दी गई शिकायत पर कोई कार्रवाई नहीं।,Multiple complaints raised by residents of Nolambur have received no response from municipal authorities.,Residents of Nolambur have been raising the same complaint for two months with no action. Ward office staff visit but never resolve the issue.,"Emergency, Safety & Accountability",civic_corruption,5,0,False,Hindi,Web App,Chennai,84,False,,0.96,False,False,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
ஏரி கரையில் குப்பை குவிந்துவிட்டது.,Waste is being illegally dumped openly near the park or water body in Pulianthope causing pollution.,Illegal open dumping near the park or lake in Pulianthope is increasing daily. The practice is creating environmental and health hazards.,"Sanitation, Environment & Parks",waste_management,5,0,False,Tamil,Citizen Kiosk,Chennai,45,False,,0.87,False,False,"A photo showing waste management, a civic issue, or broken public infrastructure."
The storm drain near Mathur is completely blocked with garbage.,The storm drain in Mathur is blocked causing the road to flood during every rainfall.,A clogged storm drain in Mathur is causing the road to flood during every rain event. The drain has not been cleared in months.,Core Infrastructure & Public Works,drainage_sewage,5,0,False,English,Web App,Chennai,19,False,,0.91,False,False,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
"I am a resident of Purasaivakkam and have been suffering from this problem for over two months now. The road in front of our colony is riddled with potholes, some deep enough to swallow a motorcycle tyre. We have witnessed at least five accidents in the past month alone. I have attached a photo clearly showing the depth of the potholes. Elderly residents and school children are especially vulnerable. I personally submitted a complaint via the mobile app twice and called the helpline once but no field visit happened. I am now escalating this formally and request senior officers to inspect the site.",A sewer pipe has collapsed beneath the road in Purasaivakkam causing a sinkhole and road subsidence.,Road subsidence in Purasaivakkam is being caused by a collapsed underground sewer pipe. The area needs immediate emergency repair.,Core Infrastructure & Public Works,drainage_sewage,9,1,False,English,Web App,Chennai,61,True,Photo of cracked road surface with a visible depression from underground collapse.,0.96,False,False,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
Vendor permanently blocking the pedestrian walkway near Chromepet.,Footpath near Chromepet has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near Chromepet, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",Urban Planning & Real Estate,encroachment,4,0,False,English,Citizen Kiosk,Chennai,124,False,,0.87,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
"Trucks blocking entire road, emergency vehicles cannot get through.",Illegal parking near Madhavaram is blocking traffic and preventing emergency vehicle access.,Illegal and double parking near Madhavaram is blocking a full lane of traffic. Emergency vehicles are unable to pass.,Transportation & Traffic,parking_violation,4,1,False,English,WhatsApp,Chennai,22,False,,0.98,False,False,"A photo showing parking violation, a civic issue, or broken public infrastructure."
கழிவுநீர் தெரு முழுவதும் நாற்றம்,A garbage accumulation or sanitation issue has been reported.,Residents of Madhavaram South have been raising the same complaint for two months with no action. Ward office staff visit but never resolve the issue.,"Emergency, Safety & Accountability",civic_corruption,5,0,False,Tamil,Web App,Chennai,29,False,,0.74,False,True,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
மருத்துவமனையில் தண்ணீரும் இல்லை மருத்துவரும் இல்லை.,"The government hospital in Boat Club has no water supply for three days, affecting patient care.",An edge case where a water supply failure is directly impacting healthcare delivery at the government hospital in Boat Club.,Social Infrastructure & Public Health,public_health_service,9,1,True,Tamil,Mobile App,Chennai,135,False,,0.81,True,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
manhole open danger,An open manhole hazard has been reported.,A fallen live electrical wire in Vadapalani is sparking on the road near a bus stop. A resident has already received a mild electric shock.,"Emergency, Safety & Accountability",electrical_hazard,10,1,False,English,Web App,Chennai,131,False,,0.79,False,True,"A photo showing electrical hazard, a civic issue, or broken public infrastructure."
பள்ளி கழிவறைகள் உடைந்திருக்கின்றன.,The government school building in Surapet is in a deteriorated state with leaking roof and broken toilets.,Infrastructure at the government school in Surapet is in severe disrepair. The conditions are unhygienic and unsafe for children.,Social Infrastructure & Public Health,school_infrastructure,6,0,True,Tamil,Web App,Chennai,33,False,,0.9,False,False,"A photo showing school infrastructure, a civic issue, or broken public infrastructure."
"Open manhole on a busy street, no barricade, no warning sign.",An open manhole without a cover near Mogappair is posing immediate danger to pedestrians and motorists.,An uncovered manhole has been reported in Mogappair with no warning signs or barricading. A biker has already fallen in.,Core Infrastructure & Public Works,drainage_sewage,9,1,False,English,Mobile App,Chennai,81,False,,0.94,False,False,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
ट्रेड लाइसेंस के लिए वार्ड अफसर रिश्वत मांग रहा है।,A municipal official in Ullagaram is demanding bribes for routine civic approvals and services.,Residents in Ullagaram have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,"Emergency, Safety & Accountability",civic_corruption,7,0,False,Hindi,Mobile App,Chennai,162,False,,0.89,False,False,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
"Street hawkers have encroached entire footpath, walkers on road.",Footpath near Park Town has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near Park Town, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",Urban Planning & Real Estate,encroachment,4,0,False,English,Citizen Kiosk,Chennai,56,False,,0.91,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
The structure near Tambaram North is visibly leaning and cracking.,A structurally unsafe and crumbling building near Tambaram North is at immediate risk of collapse.,An abandoned building in Tambaram North is visibly deteriorating with cracks and falling debris. The structure could collapse at any time.,Urban Planning & Real Estate,unsafe_structure,8,1,False,English,Mobile App,Chennai,161,False,,0.93,False,False,"A photo showing unsafe structure, a civic issue, or broken public infrastructure."
Photo of complaint letter submitted with no response — evidence of negligence.,A municipal official in Manali New Town is demanding bribes for routine civic approvals and services.,Residents in Manali New Town have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,"Emergency, Safety & Accountability",civic_corruption,7,0,False,English,Voice Hotline,Chennai,16,True,Photo of a complaint letter submitted to ward office with no response receipt.,0.89,False,False,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
Entire footpath occupied by shop display racks in Vadapalani.,Footpath near Vadapalani has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near Vadapalani, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",Urban Planning & Real Estate,encroachment,4,0,False,English,WhatsApp,Chennai,131,False,,0.91,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
हर बार बारिश में सड़क पर पानी भर जाता है।,The storm drain in Mugalivakkam is blocked causing the road to flood during every rainfall.,A clogged storm drain in Mugalivakkam is causing the road to flood during every rain event. The drain has not been cleared in months.,Core Infrastructure & Public Works,drainage_sewage,5,0,False,Hindi,Voice Hotline,Chennai,92,False,,0.91,False,False,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
लटकते तार की फोटो भेज रहा हूं।,A live electrical wire is dangling on the road in Manali New Town causing sparks and electrocution risk.,A fallen live electrical wire in Manali New Town is sparking on the road near a bus stop. A resident has already received a mild electric shock.,"Emergency, Safety & Accountability",electrical_hazard,10,1,False,Hindi,WhatsApp,Chennai,16,True,Photo of a fallen power line lying across a wet road after a storm.,0.91,False,False,"A photo showing electrical hazard, a civic issue, or broken public infrastructure."
जरूरी दवाइयां खत्म हैं।,The government hospital in Chetpet is severely understaffed and running out of essential medicines.,The government hospital in Chetpet has been operating without adequate doctors and medicines. Patients are waiting for hours.,Social Infrastructure & Public Health,public_health_service,8,0,True,Hindi,Mobile App,Chennai,105,False,,0.84,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
बत्ती नहीं है कृपया ठीक करो,A street lighting issue has been reported.,Flash flooding in Tondiarpet East has inundated roads and ground floor homes. Residents are stranded with electricity poles submerged in water.,"Emergency, Safety & Accountability",flooding,9,1,False,Hindi,Voice Hotline,Chennai,43,False,,0.73,False,True,"A photo showing flooding, a civic issue, or broken public infrastructure."
"Image clearly shows the depth of the open manhole, please close it immediately.",An open manhole without a cover near Otteri is posing immediate danger to pedestrians and motorists.,An uncovered manhole has been reported in Otteri with no warning signs or barricading. A biker has already fallen in.,Core Infrastructure & Public Works,drainage_sewage,9,1,False,English,Mobile App,Chennai,72,True,Photo showing an open manhole surrounded by wet road with no warning signs or barricading.,0.92,False,False,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
கழிவுநீர் குழாய் உடைவினால் ஏற்பட்ட குழியின் படம் இணைத்துள்ளேன்.,A sewer pipe has collapsed beneath the road in Edayanchavadi causing a sinkhole and road subsidence.,Road subsidence in Edayanchavadi is being caused by a collapsed underground sewer pipe. The area needs immediate emergency repair.,Core Infrastructure & Public Works,drainage_sewage,9,1,False,Tamil,Mobile App,Chennai,7,True,Image of a sinkhole forming on a road with exposed sewer pipe visible below.,0.96,False,False,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
"படம் பாருங்கள், எந்த எச்சரிக்கை அல்லது தடை இல்லை.",An open manhole without a cover near Injambakkam is posing immediate danger to pedestrians and motorists.,An uncovered manhole has been reported in Injambakkam with no warning signs or barricading. A biker has already fallen in.,Core Infrastructure & Public Works,drainage_sewage,9,1,False,Tamil,Voice Hotline,Chennai,180,True,Photo showing an open manhole surrounded by wet road with no warning signs or barricading.,0.87,False,False,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
"அரசு பள்ளி கூரை கசிகிறது, வகுப்புகள் பாதிக்கப்படுகின்றன.",The government school building in Puzhal is in a deteriorated state with leaking roof and broken toilets.,Infrastructure at the government school in Puzhal is in severe disrepair. The conditions are unhygienic and unsafe for children.,Social Infrastructure & Public Health,school_infrastructure,6,0,True,Tamil,Web App,Chennai,23,False,,0.86,False,False,"A photo showing school infrastructure, a civic issue, or broken public infrastructure."
no response from ward office very frustrating,A civic issue has been reported by a resident.,An uncovered manhole has been reported in Anna Nagar West with no warning signs or barricading. A biker has already fallen in.,Core Infrastructure & Public Works,drainage_sewage,9,1,False,English,Mobile App,Chennai,95,False,,0.81,False,True,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
"Construction happening on encroached land near Jaladampet, no permit.",An unauthorized building is being constructed in Jaladampet without required municipal approvals.,Illegal construction has been flagged in Jaladampet where a building is being built without any approved plan.,Urban Planning & Real Estate,illegal_construction,5,0,False,English,Web App,Chennai,141,False,,0.88,False,False,"A photo showing illegal construction, a civic issue, or broken public infrastructure."
attached photo of garbage bin overflowing,A garbage accumulation or sanitation issue has been reported.,A fallen live electrical wire in Sholinganallur South is sparking on the road near a bus stop. A resident has already received a mild electric shock.,"Emergency, Safety & Accountability",electrical_hazard,10,1,False,English,Citizen Kiosk,Chennai,169,False,,0.71,False,True,"A photo showing electrical hazard, a civic issue, or broken public infrastructure."
बाढ़ की फोटो भेज रहा हूं।,Severe flooding in Kattivakkam has submerged roads and homes leaving residents stranded.,Flash flooding in Kattivakkam has inundated roads and ground floor homes. Residents are stranded with electricity poles submerged in water.,"Emergency, Safety & Accountability",flooding,9,1,False,Hindi,WhatsApp,Chennai,13,True,Aerial photo of a flooded residential area with water covering roads and compounds.,0.89,False,False,"A photo showing flooding, a civic issue, or broken public infrastructure."
लटकते तार की फोटो भेज रहा हूं।,A live electrical wire is dangling on the road in Valasaravakkam causing sparks and electrocution risk.,A fallen live electrical wire in Valasaravakkam is sparking on the road near a bus stop. A resident has already received a mild electric shock.,"Emergency, Safety & Accountability",electrical_hazard,10,1,False,Hindi,Citizen Kiosk,Chennai,85,True,Image of a sparking electrical junction box on a street pole.,0.89,False,False,"A photo showing electrical hazard, a civic issue, or broken public infrastructure."
खराब सिग्नल की फोटो भेज रहा हूं।,The traffic signal at Porur junction is malfunctioning causing accidents and chaos.,The traffic signal at the main junction in Porur has been non-functional for two days. Near-miss accidents are being reported during peak hours.,Transportation & Traffic,traffic_signal_fault,7,1,False,Hindi,Citizen Kiosk,Chennai,88,True,Image of a traffic signal pole leaning at an angle with wires hanging loose.,0.95,False,False,"A photo showing traffic signal fault, a civic issue, or broken public infrastructure."
