raw_text,ward_id,submission_channel,city,has_image,image_description,normalized_text,issue_summary,inferred_language,primary_domain,sub_domain,issue_type,severity_level,public_safety_flag,vulnerable_population_flag,classification_reasoning,confidence,is_edge_case,is_noisy
मच्छर प्रजनन स्थल की फोटो भेज रहा हूं।,1,Mobile App,Chennai,True,Photo of a stagnant water pool in a road depression with visible mosquito larvae.,Stagnant water near Thiruvottiyur is causing a mosquito breeding problem with dengue cases being reported.,Stagnant water accumulation near Thiruvottiyur has led to a severe mosquito breeding problem. Dengue cases are being reported.,Hindi,"Sanitation, Environment & Parks",Vector Control,mosquito_breeding,6,False,False,Mosquito breeding in stagnant water causing dengue is a vector control failure.,0.92,False,False
கடந்த மழைக்காலத்திலிருந்து சாலை சரி செய்யப்படவில்லை.,145,WhatsApp,Chennai,False,,Large potholes on the road in Alapakkam are causing accidents and vehicle damage.,"Multiple deep potholes have been reported on the road in Alapakkam, causing accidents and vehicle damage. Residents have been requesting repairs for over a month with no response.",Tamil,Core Infrastructure & Public Works,Roads,pothole,5,False,False,Pothole on public road causes recurring accidents and is a road maintenance failure.,0.96,False,False
see photo i sent road is broken,141,Citizen Kiosk,Chennai,False,,A road or pothole issue has been reported.,Road subsidence in Jaladampet is being caused by a collapsed underground sewer pipe. The area needs immediate emergency repair.,English,Core Infrastructure & Public Works,Drainage/Sewerage,sewer_collapse,9,True,False,Sewer collapse causing road sinkhole is an immediate structural and safety emergency.,0.78,False,True
மூன்று நாட்களாக கருப்பு நிற கழிவுநீர் சாலையில் ஓடுகிறது.,188,Voice Hotline,Chennai,False,,Sewage is overflowing from blocked drains onto the roads and into homes in Uthandi.,A severe sewage overflow has been reported in Uthandi due to blocked drains. Sewage water is entering ground floor homes and children are falling ill.,Tamil,Core Infrastructure & Public Works,Drainage/Sewerage,overflow,7,True,False,Sewage overflow entering homes is a health emergency.,0.85,False,False
Drain blocked and road floods every time it rains near Villivakkam.,67,Citizen Kiosk,Chennai,False,,The storm drain in Villivakkam is blocked causing the road to flood during every rainfall.,A clogged storm drain in Villivakkam is causing the road to flood during every rain event. The drain has not been cleared in months.,English,Core Infrastructure & Public Works,Drainage/Sewerage,blockage,5,False,False,Drain blockage causing repeated flooding is a core infrastructure maintenance failure.,0.96,False,False
"बस सेवा बंद हो गई, कोई सूचना नहीं मिली।",148,Voice Hotline,Chennai,False,,MTC bus service to Porur West has been suspended or severely reduced without prior notice.,Public bus service to Porur West has been stopped with no advance notice. Commuters are stranded.,Hindi,Transportation & Traffic,Public Transport,transport_disruption,4,False,False,Bus service suspension without notice is a public transport failure.,0.88,False,False
"Road sinking every day near Kandanchavadi, becoming more dangerous.",193,Mobile App,Chennai,False,,A sewer pipe has collapsed beneath the road in Kandanchavadi causing a sinkhole and road subsidence.,Road subsidence in Kandanchavadi is being caused by a collapsed underground sewer pipe. The area needs immediate emergency repair.,English,Core Infrastructure & Public Works,Drainage/Sewerage,sewer_collapse,9,True,False,Sewer collapse causing road sinkhole is an immediate structural and safety emergency.,0.93,False,False
"बच्चों को पेट दर्द हो रहा है, नल का पानी पीने से।",158,WhatsApp,Chennai,False,,Contaminated and discoloured water is being supplied through municipal pipes in Pallavaram causing illness.,Residents of Pallavaram are receiving discoloured and foul-smelling water through municipal pipes. Multiple cases of illness have been reported.,Hindi,Core Infrastructure & Public Works,Water Supply,contaminated_water,8,True,False,Contaminated water supply causing illness is a direct public health emergency.,0.9,False,False
Residential area being converted to commercial use illegally.,194,Web App,Chennai,False,,An unauthorized building is being constructed in Kazhipattur without required municipal approvals.,Illegal construction has been flagged in Kazhipattur where a building is being built without any approved plan.,English,Urban Planning & Real Estate,Construction,illegal_building,5,False,False,Unauthorized construction violates zoning laws and building regulations.,0.88,False,False
"No water at the government hospital in Anna Nagar East for two days, surgeries being affected.",96,Voice Hotline,Chennai,False,,"The government hospital in Anna Nagar East has no water supply for three days, affecting patient care.",An edge case where a water supply failure is directly impacting healthcare delivery at the government hospital in Anna Nagar East.,English,Social Infrastructure & Public Health,Healthcare,hospital_service_failure,9,True,True,Primary classification is healthcare failure despite water supply being the immediate cause.,0.71,True,False
"No water at the government hospital in Park Town for two days, surgeries being affected.",56,Mobile App,Chennai,False,,"The government hospital in Park Town has no water supply for three days, affecting patient care.",An edge case where a water supply failure is directly impacting healthcare delivery at the government hospital in Park Town.,English,Social Infrastructure & Public Health,Healthcare,hospital_service_failure,9,True,True,Primary classification is healthcare failure despite water supply being the immediate cause.,0.8,True,False
"Complaint raised two months ago in Nazarathpettai, zero action taken.",155,Web App,Chennai,False,,Multiple complaints raised by residents of Nazarathpettai have received no response from municipal authorities.,Residents of Nazarathpettai have been raising the same complaint for two months with no action. Ward office staff visit but never resolve the issue.,English,"Emergency, Safety & Accountability",Corruption,negligence,5,False,False,Systematic non-response to civic complaints is a governance accountability failure.,0.91,False,False
स्कूल गेट के बाहर कचरे की फोटो भेज रहा हूं।,193,Web App,Chennai,True,Image of garbage bags piled on a street corner waiting for collection for several days.,Garbage has accumulated outside the government school in Kandanchavadi posing a health risk to children.,An uncleared garbage pile near the government school in Kandanchavadi is exposing children to health hazards.,Hindi,"Sanitation, Environment & Parks",Garbage,no_collection,6,False,True,Garbage accumulation near a school endangers children.,0.91,False,False
See image of dirty restaurant kitchen with pests visible.,69,Web App,Chennai,True,Photo of expired products displayed for sale at a food stall.,Unhygienic food is being served near Ayanavaram causing food poisoning with multiple residents hospitalised.,A food poisoning incident in Ayanavaram has led to multiple hospitalisations from a local eatery. Inspection is needed urgently.,English,Social Infrastructure & Public Health,Food Safety,food_safety_risk_flag,8,True,False,Food poisoning causing hospitalisations is a public health emergency.,0.89,False,False
"Tap is completely dry in Semmencherry, entire street has no supply.",142,Mobile App,Chennai,False,,Water supply has been completely cut off in Semmencherry for more than two days.,Residents of Semmencherry have had no municipal water supply for over three days. Families are resorting to buying tanker water and have raised multiple complaints without resolution.,English,Core Infrastructure & Public Works,Water Supply,no_water,7,False,False,Prolonged water supply failure is a critical infrastructure issue affecting basic daily needs.,0.88,False,False
சாலை மெல்ல மெல்ல கீழிறங்குகிறது.,9,Voice Hotline,Chennai,False,,A sewer pipe has collapsed beneath the road in Tiruvottiyur South causing a sinkhole and road subsidence.,Road subsidence in Tiruvottiyur South is being caused by a collapsed underground sewer pipe. The area needs immediate emergency repair.,Tamil,Core Infrastructure & Public Works,Drainage/Sewerage,sewer_collapse,9,True,False,Sewer collapse causing road sinkhole is an immediate structural and safety emergency.,0.9,False,False
See image — this vehicle has been here for over a month.,43,Web App,Chennai,True,Photo of an abandoned two-wheeler covered in dust parked on a footpath.,An abandoned vehicle has been blocking the road near Tondiarpet East for several weeks.,A rusted abandoned vehicle has been occupying road space near Tondiarpet East for over a month. Despite complaints it has not been removed.,English,Transportation & Traffic,Parking,abandoned_vehicle,3,False,False,Long-term abandoned vehicle blocks public road.,0.84,False,False
பழைய கட்டிடம் எந்த நேரமும் விழும் என தோன்றுகிறது.,21,Voice Hotline,Chennai,False,,A structurally unsafe and crumbling building near Manali Industrial is at immediate risk of collapse.,An abandoned building in Manali Industrial is visibly deteriorating with cracks and falling debris. The structure could collapse at any time.,Tamil,Urban Planning & Real Estate,Construction,unsafe_structure,8,True,False,Imminent collapse of a structure near inhabited areas is a life-threatening emergency.,0.86,False,False
"சாலை முழுவதும் குழிகள், வாகனங்கள் சேதமடைகின்றன.",20,Voice Hotline,Chennai,False,,Large potholes on the road in Kavankarai are causing accidents and vehicle damage.,"Multiple deep potholes have been reported on the road in Kavankarai, causing accidents and vehicle damage. Residents have been requesting repairs for over a month with no response.",Tamil,Core Infrastructure & Public Works,Roads,pothole,5,False,False,Pothole on public road causes recurring accidents and is a road maintenance failure.,0.86,False,False
கான்கிரீட் துண்டுகள் விழுகின்றன.,55,Voice Hotline,Chennai,False,,A structurally unsafe and crumbling building near Elephant Gate is at immediate risk of collapse.,An abandoned building in Elephant Gate is visibly deteriorating with cracks and falling debris. The structure could collapse at any time.,Tamil,Urban Planning & Real Estate,Construction,unsafe_structure,8,True,False,Imminent collapse of a structure near inhabited areas is a life-threatening emergency.,0.86,False,False
"Flooding after last night's rain, ground floor fully submerged.",50,Mobile App,Chennai,False,,Severe flooding in Mint has submerged roads and homes leaving residents stranded.,Flash flooding in Mint has inundated roads and ground floor homes. Residents are stranded with electricity poles submerged in water.,English,"Emergency, Safety & Accountability",Emergency,flooding,9,True,False,Flooding submerging homes and electricity infrastructure is a life-threatening emergency.,0.88,False,False
Photo of road blockage near T Nagar — no diversion sign visible.,132,Citizen Kiosk,Chennai,True,Photo of road construction barricades blocking an entire lane with no diversion sign.,The road near T Nagar is blocked due to construction work with no alternate route provided.,Ongoing infrastructure work has blocked the main road in T Nagar for weeks without providing residents any diversion route.,English,Transportation & Traffic,Roads,road_blockage,5,False,False,Road blockage without diversion disrupts traffic and daily life.,0.96,False,False
"Electricity poles submerged in flood water, very dangerous.",152,Web App,Chennai,False,,Severe flooding in Poonamallee has submerged roads and homes leaving residents stranded.,Flash flooding in Poonamallee has inundated roads and ground floor homes. Residents are stranded with electricity poles submerged in water.,English,"Emergency, Safety & Accountability",Emergency,flooding,9,True,False,Flooding submerging homes and electricity infrastructure is a life-threatening emergency.,0.92,False,False
See image — construction happening without any approval notice.,28,Citizen Kiosk,Chennai,True,Photo of a multi-storey building under construction with no approved plan notice visible.,An unauthorized building is being constructed in Kodungaiyur without required municipal approvals.,Illegal construction has been flagged in Kodungaiyur where a building is being built without any approved plan.,English,Urban Planning & Real Estate,Construction,illegal_building,5,False,False,Unauthorized construction violates zoning laws and building regulations.,0.98,False,False
"Water pipe burst near Kandanchavadi, water gushing out on the road.",193,Web App,Chennai,False,,A burst or leaking water pipe in Kandanchavadi is causing waterlogging and significant water wastage.,"A water pipe has burst in Kandanchavadi, causing road flooding and water wastage for several days. Despite complaints, no repair crew has visited.",English,Core Infrastructure & Public Works,Water Supply,pipe_leak,6,False,False,"Burst pipe causes water wastage, road damage and waterlogging.",0.94,False,False
खराब सिग्नल की फोटो भेज रहा हूं।,117,Web App,Chennai,True,Photo of a busy junction with no functioning traffic signal and vehicles in chaos.,The traffic signal at Saidapet junction is malfunctioning causing accidents and chaos.,The traffic signal at the main junction in Saidapet has been non-functional for two days. Near-miss accidents are being reported during peak hours.,Hindi,Transportation & Traffic,Traffic Signals,signal_malfunction,7,True,False,Malfunctioning traffic signal at a busy intersection directly causes accidents.,0.96,False,False
New building under construction has no required safety measures.,31,Mobile App,Chennai,False,,An unauthorized building is being constructed in Puzhal East without required municipal approvals.,Illegal construction has been flagged in Puzhal East where a building is being built without any approved plan.,English,Urban Planning & Real Estate,Construction,illegal_building,5,False,False,Unauthorized construction violates zoning laws and building regulations.,0.85,False,False
கைவிடப்பட்ட வாகனம் இரண்டு வாரங்களாக சாலையை அடைத்துள்ளது.,121,Citizen Kiosk,Chennai,False,,An abandoned vehicle has been blocking the road near Alandur for several weeks.,A rusted abandoned vehicle has been occupying road space near Alandur for over a month. Despite complaints it has not been removed.,Tamil,Transportation & Traffic,Parking,abandoned_vehicle,3,False,False,Long-term abandoned vehicle blocks public road.,0.87,False,False
The municipal water in Mogappair looks brownish and has a bad odour.,81,Web App,Chennai,False,,Contaminated and discoloured water is being supplied through municipal pipes in Mogappair causing illness.,Residents of Mogappair are receiving discoloured and foul-smelling water through municipal pipes. Multiple cases of illness have been reported.,English,Core Infrastructure & Public Works,Water Supply,contaminated_water,8,True,False,Contaminated water supply causing illness is a direct public health emergency.,0.85,False,False
Uncollected garbage near Chinnasekkadu school is blocking the drain and sewage is overflowing.,27,Web App,Chennai,False,,Garbage near the school in Chinnasekkadu is blocking the drain and causing sewage overflow.,An edge case complaint in Chinnasekkadu involving garbage accumulation near a school that is simultaneously blocking the storm drain and causing sewage overflow. Both sanitation and infrastructure issues are present.,English,"Sanitation, Environment & Parks",Garbage,no_collection,6,False,True,Primary classification is garbage non-collection despite drainage secondary effect.,0.72,True,False
வார்டு அலுவலகம் எந்த புகாருக்கும் பதில் அளிக்கவில்லை.,71,Mobile App,Chennai,False,,Multiple complaints raised by residents of Mettupalayam have received no response from municipal authorities.,Residents of Mettupalayam have been raising the same complaint for two months with no action. Ward office staff visit but never resolve the issue.,Tamil,"Emergency, Safety & Accountability",Corruption,negligence,5,False,False,Systematic non-response to civic complaints is a governance accountability failure.,0.96,False,False
See image of dry tap — no water since Monday.,91,Web App,Chennai,True,Image showing an empty household water storage tank with the lid open.,Water supply has been completely cut off in Ramapuram for more than two days.,Residents of Ramapuram have had no municipal water supply for over three days. Families are resorting to buying tanker water and have raised multiple complaints without resolution.,English,Core Infrastructure & Public Works,Water Supply,no_water,7,False,False,Prolonged water supply failure is a critical infrastructure issue affecting basic daily needs.,0.98,False,False
இரவு நேரத்தில் பூங்கா அருகில் குப்பை கொட்டுகிறார்கள்.,38,WhatsApp,Chennai,False,,Waste is being illegally dumped openly near the park or water body in Korukkupet causing pollution.,Illegal open dumping near the park or lake in Korukkupet is increasing daily. The practice is creating environmental and health hazards.,Tamil,"Sanitation, Environment & Parks",Garbage,open_dumping,5,False,False,Illegal dumping near parks and water bodies violates environmental norms.,0.93,False,False
लटकते तार की फोटो भेज रहा हूं।,148,Web App,Chennai,True,Image of a sparking electrical junction box on a street pole.,A live electrical wire is dangling on the road in Porur West causing sparks and electrocution risk.,A fallen live electrical wire in Porur West is sparking on the road near a bus stop. A resident has already received a mild electric shock.,Hindi,"Emergency, Safety & Accountability",Emergency,fire_risk,10,True,False,Live electrical wire on a public road is an immediate life-threatening emergency.,0.91,False,False
பழைய சரக்கு வாகனம் தெருவில் கிடக்கிறது.,109,Voice Hotline,Chennai,False,,An abandoned vehicle has been blocking the road near Komaleeswaranpet for several weeks.,A rusted abandoned vehicle has been occupying road space near Komaleeswaranpet for over a month. Despite complaints it has not been removed.,Tamil,Transportation & Traffic,Parking,abandoned_vehicle,3,False,False,Long-term abandoned vehicle blocks public road.,0.88,False,False
படம் இணைத்துள்ளேன் சாலை உடைந்துள்ளது,136,WhatsApp,Chennai,False,,A road or pothole issue has been reported.,Residents of Adambakkam have been raising the same complaint for two months with no action. Ward office staff visit but never resolve the issue.,Tamil,"Emergency, Safety & Accountability",Corruption,negligence,5,False,False,Systematic non-response to civic complaints is a governance accountability failure.,0.79,False,True
Photo of long patient queue at Peravallur government hospital.,66,Mobile App,Chennai,True,Image of an empty medicine dispensary counter at a government hospital.,The government hospital in Peravallur is severely understaffed and running out of essential medicines.,The government hospital in Peravallur has been operating without adequate doctors and medicines. Patients are waiting for hours.,English,Social Infrastructure & Public Health,Healthcare,hospital_service_failure,8,False,True,Hospital running without doctors and medicines endangers patients.,0.96,False,False
Electric wire fell on the road in Indira Nagar after last night's storm.,175,WhatsApp,Chennai,False,,A live electrical wire is dangling on the road in Indira Nagar causing sparks and electrocution risk.,A fallen live electrical wire in Indira Nagar is sparking on the road near a bus stop. A resident has already received a mild electric shock.,English,"Emergency, Safety & Accountability",Emergency,fire_risk,10,True,False,Live electrical wire on a public road is an immediate life-threatening emergency.,0.88,False,False
no response from ward office very frustrating,107,WhatsApp,Chennai,False,,A civic issue has been reported by a resident.,Road subsidence in Pudupet is being caused by a collapsed underground sewer pipe. The area needs immediate emergency repair.,English,Core Infrastructure & Public Works,Drainage/Sewerage,sewer_collapse,9,True,False,Sewer collapse causing road sinkhole is an immediate structural and safety emergency.,0.78,False,True
Water pipe has been leaking for a week and nobody came to fix it.,7,Web App,Chennai,False,,A burst or leaking water pipe in Edayanchavadi is causing waterlogging and significant water wastage.,"A water pipe has burst in Edayanchavadi, causing road flooding and water wastage for several days. Despite complaints, no repair crew has visited.",English,Core Infrastructure & Public Works,Water Supply,pipe_leak,6,False,False,"Burst pipe causes water wastage, road damage and waterlogging.",0.97,False,False
ஆய்வாளர் கட்டிட திட்டத்தை அனுமதிக்க பணம் கேட்கிறார்.,139,Citizen Kiosk,Chennai,False,,A municipal official in Pallikaranai is demanding bribes for routine civic approvals and services.,Residents in Pallikaranai have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,Tamil,"Emergency, Safety & Accountability",Corruption,bribery,7,False,False,Bribery demand from a municipal official is a governance and accountability failure.,0.96,False,False
சாப்பாட்டு கடை சமையலறையில் பல்லி மற்றும் கரப்பான் பூச்சி.,92,WhatsApp,Chennai,False,,Unhygienic food is being served near Mugalivakkam causing food poisoning with multiple residents hospitalised.,A food poisoning incident in Mugalivakkam has led to multiple hospitalisations from a local eatery. Inspection is needed urgently.,Tamil,Social Infrastructure & Public Health,Food Safety,food_safety_risk_flag,8,True,False,Food poisoning causing hospitalisations is a public health emergency.,0.89,False,False
rats in our area due to garbage please help,32,Voice Hotline,Chennai,False,,A garbage accumulation or sanitation issue has been reported.,"A water pipe has burst in Madhavaram North, causing road flooding and water wastage for several days. Despite complaints, no repair crew has visited.",English,Core Infrastructure & Public Works,Water Supply,pipe_leak,6,False,False,"Burst pipe causes water wastage, road damage and waterlogging.",0.75,False,True
"सीवर का पानी सड़क पर बह रहा है, असहनीय बदबू है।",101,Citizen Kiosk,Chennai,False,,Sewage is overflowing from blocked drains onto the roads and into homes in Virugambakkam.,A severe sewage overflow has been reported in Virugambakkam due to blocked drains. Sewage water is entering ground floor homes and children are falling ill.,Hindi,Core Infrastructure & Public Works,Drainage/Sewerage,overflow,7,True,False,Sewage overflow entering homes is a health emergency.,0.89,False,False
Anganwadi in Gopalapuram has been closed for three weeks without reason.,134,Mobile App,Chennai,False,,The anganwadi center in Gopalapuram has been non-functional for weeks depriving children of meals.,The anganwadi center in Gopalapuram has been closed for three weeks. Young children are being deprived of nutrition and early care services.,English,Social Infrastructure & Public Health,Healthcare,anganwadi_issue,7,False,True,Non-functional anganwadi denies nutrition to the most vulnerable children.,0.98,False,False
"Street hawkers have encroached entire footpath, walkers on road.",89,Web App,Chennai,False,,Footpath near Karambakkam has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near Karambakkam, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",English,Urban Planning & Real Estate,Zoning,encroachment,4,False,False,Footpath encroachment pushes pedestrians onto roads creating a safety risk.,0.94,False,False
பள்ளி கழிவறைகள் உடைந்திருக்கின்றன.,160,Voice Hotline,Chennai,False,,The government school building in Tambaram East is in a deteriorated state with leaking roof and broken toilets.,Infrastructure at the government school in Tambaram East is in severe disrepair. The conditions are unhygienic and unsafe for children.,Tamil,Social Infrastructure & Public Health,Schools,school_maintenance,6,False,True,Deteriorated school infrastructure directly affects children's safety.,0.95,False,False
We cannot breathe in our area due to smoke from burning waste.,181,Voice Hotline,Chennai,False,,Open garbage burning near Puzhuthivakkam is causing severe air pollution affecting residents.,"Garbage is being openly burned near Puzhuthivakkam, filling the area with smoke. Children with respiratory conditions are particularly affected.",English,"Sanitation, Environment & Parks",Environment,air_pollution,6,False,False,Open burning causing respiratory distress is an environmental and public health violation.,0.84,False,False
Building collapse risk in Tiruvottiyur South compounded by officer demanding payment before doing inspection.,9,WhatsApp,Chennai,False,,A dangerous structure in Tiruvottiyur South poses collapse risk and the responsible official is demanding a bribe before taking action.,An edge case combining structural hazard and corruption in Tiruvottiyur South. The structural risk makes this an emergency but the bribery angle adds governance failure.,English,"Emergency, Safety & Accountability",Safety,unsafe_structure,9,True,False,Primary classification is structural hazard despite bribery being a concurrent issue.,0.81,True,False
छोड़ी गई गाड़ी की फोटो भेज रहा हूं।,31,WhatsApp,Chennai,True,Photo of an abandoned two-wheeler covered in dust parked on a footpath.,An abandoned vehicle has been blocking the road near Puzhal East for several weeks.,A rusted abandoned vehicle has been occupying road space near Puzhal East for over a month. Despite complaints it has not been removed.,Hindi,Transportation & Traffic,Parking,abandoned_vehicle,3,False,False,Long-term abandoned vehicle blocks public road.,0.95,False,False
கான்கிரீட் துண்டுகள் விழுகின்றன.,133,Citizen Kiosk,Chennai,False,,A structurally unsafe and crumbling building near Nungambakkam is at immediate risk of collapse.,An abandoned building in Nungambakkam is visibly deteriorating with cracks and falling debris. The structure could collapse at any time.,Tamil,Urban Planning & Real Estate,Construction,unsafe_structure,8,True,False,Imminent collapse of a structure near inhabited areas is a life-threatening emergency.,0.89,False,False
நிலத்தடி கழிவுநீர் குழாய் உடைந்து சாலை கீழிறங்குகிறது.,1,WhatsApp,Chennai,False,,A sewer pipe has collapsed beneath the road in Thiruvottiyur causing a sinkhole and road subsidence.,Road subsidence in Thiruvottiyur is being caused by a collapsed underground sewer pipe. The area needs immediate emergency repair.,Tamil,Core Infrastructure & Public Works,Drainage/Sewerage,sewer_collapse,9,True,False,Sewer collapse causing road sinkhole is an immediate structural and safety emergency.,0.93,False,False
Photo of leaking classroom roof at Siruseri government school.,196,Mobile App,Chennai,True,Image of a cracked school compound wall with children visible inside.,The government school building in Siruseri is in a deteriorated state with leaking roof and broken toilets.,Infrastructure at the government school in Siruseri is in severe disrepair. The conditions are unhygienic and unsafe for children.,English,Social Infrastructure & Public Health,Schools,school_maintenance,6,False,True,Deteriorated school infrastructure directly affects children's safety.,0.85,False,False
sewer smell very bad pls do something,43,Voice Hotline,Chennai,False,,A garbage accumulation or sanitation issue has been reported.,Flash flooding in Tondiarpet East has inundated roads and ground floor homes. Residents are stranded with electricity poles submerged in water.,English,"Emergency, Safety & Accountability",Emergency,flooding,9,True,False,Flooding submerging homes and electricity infrastructure is a life-threatening emergency.,0.78,False,True
இரண்டு மாதங்களுக்கு முன் கொடுத்த புகாரில் எந்த நடவடிக்கையும் இல்லை.,103,Voice Hotline,Chennai,False,,Multiple complaints raised by residents of Anna Nagar Tower have received no response from municipal authorities.,Residents of Anna Nagar Tower have been raising the same complaint for two months with no action. Ward office staff visit but never resolve the issue.,Tamil,"Emergency, Safety & Accountability",Corruption,negligence,5,False,False,Systematic non-response to civic complaints is a governance accountability failure.,0.93,False,False
பள்ளி அருகில் சுவர் விழ இருக்கிறது.,127,Voice Hotline,Chennai,False,,A structurally unsafe and crumbling building near Kodambakkam is at immediate risk of collapse.,An abandoned building in Kodambakkam is visibly deteriorating with cracks and falling debris. The structure could collapse at any time.,Tamil,Urban Planning & Real Estate,Construction,unsafe_structure,8,True,False,Imminent collapse of a structure near inhabited areas is a life-threatening emergency.,0.87,False,False
"The uncovered manhole has been there for four days, please act.",9,Mobile App,Chennai,False,,An open manhole without a cover near Tiruvottiyur South is posing immediate danger to pedestrians and motorists.,An uncovered manhole has been reported in Tiruvottiyur South with no warning signs or barricading. A biker has already fallen in.,English,Core Infrastructure & Public Works,Drainage/Sewerage,manhole_overflow,9,True,False,Open manhole with no cover is an immediate life-threatening hazard.,0.89,False,False
"Construction blocking the footpath near Mettupalayam, pedestrians on road.",71,Web App,Chennai,False,,An unauthorized building is being constructed in Mettupalayam without required municipal approvals.,Illegal construction has been flagged in Mettupalayam where a building is being built without any approved plan.,English,Urban Planning & Real Estate,Construction,illegal_building,5,False,False,Unauthorized construction violates zoning laws and building regulations.,0.89,False,False
வார்டு அலுவலர் வர்த்தக உரிமம் வழங்க லஞ்சம் கேட்கிறார்.,99,Voice Hotline,Chennai,False,,A municipal official in Koyambedu is demanding bribes for routine civic approvals and services.,Residents in Koyambedu have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,Tamil,"Emergency, Safety & Accountability",Corruption,bribery,7,False,False,Bribery demand from a municipal official is a governance and accountability failure.,0.91,False,False
"The road near the school in Erukkencherry is full of potholes and there is no zebra crossing, children are getting hurt.",35,Voice Hotline,Chennai,False,,Broken road and missing zebra crossing near Erukkencherry school is endangering children daily.,An edge case combining road maintenance failure and missing pedestrian crossing near a school in Erukkencherry. Children face double danger from both issues.,English,Transportation & Traffic,Pedestrian Safety,missing_zebra_crossing,7,True,True,Primary classification is pedestrian safety despite road pothole being a concurrent issue.,0.81,True,False
"Old truck dumped on the street in Mathur, nobody moving it.",19,Citizen Kiosk,Chennai,False,,An abandoned vehicle has been blocking the road near Mathur for several weeks.,A rusted abandoned vehicle has been occupying road space near Mathur for over a month. Despite complaints it has not been removed.,English,Transportation & Traffic,Parking,abandoned_vehicle,3,False,False,Long-term abandoned vehicle blocks public road.,0.87,False,False
The road near Chromepet has completely caved in after yesterday's rain.,124,Mobile App,Chennai,False,,The road in Chromepet has collapsed creating a large sinkhole and blocking all traffic.,"A road collapse has been reported in Chromepet following heavy rain, creating a large sinkhole. All traffic is blocked and the area poses immediate danger to commuters.",English,Core Infrastructure & Public Works,Roads,road_collapse,8,True,False,Road collapse with sinkhole poses immediate physical danger to commuters.,0.89,False,False
"தேங்கிய நீரில் கொசுக்கள் உற்பத்தியாகின்றன, டெங்கு அபாயம்.",99,WhatsApp,Chennai,False,,Stagnant water near Koyambedu is causing a mosquito breeding problem with dengue cases being reported.,Stagnant water accumulation near Koyambedu has led to a severe mosquito breeding problem. Dengue cases are being reported.,Tamil,"Sanitation, Environment & Parks",Vector Control,mosquito_breeding,6,False,False,Mosquito breeding in stagnant water causing dengue is a vector control failure.,0.94,False,False
दुकानदार ने फुटपाथ पर पूरी तरह कब्जा कर लिया है।,68,Web App,Chennai,False,,Footpath near Sembiam has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near Sembiam, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",Hindi,Urban Planning & Real Estate,Zoning,encroachment,4,False,False,Footpath encroachment pushes pedestrians onto roads creating a safety risk.,0.96,False,False
Bribe demanded for a simple water connection in Porur.,88,Mobile App,Chennai,False,,A municipal official in Porur is demanding bribes for routine civic approvals and services.,Residents in Porur have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,English,"Emergency, Safety & Accountability",Corruption,bribery,7,False,False,Bribery demand from a municipal official is a governance and accountability failure.,0.9,False,False
குழந்தைகள் குப்பை மேல் நடந்தே பள்ளிக்கு போகிறார்கள்.,29,Citizen Kiosk,Chennai,False,,Garbage has accumulated outside the government school in Madhavaram South posing a health risk to children.,An uncleared garbage pile near the government school in Madhavaram South is exposing children to health hazards.,Tamil,"Sanitation, Environment & Parks",Garbage,no_collection,6,False,True,Garbage accumulation near a school endangers children.,0.87,False,False
Health inspector taking money to pass restaurant inspection.,187,Voice Hotline,Chennai,False,,A municipal official in Thiruvanmiyur South is demanding bribes for routine civic approvals and services.,Residents in Thiruvanmiyur South have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,English,"Emergency, Safety & Accountability",Corruption,bribery,7,False,False,Bribery demand from a municipal official is a governance and accountability failure.,0.87,False,False
"Traffic signal pole damaged, light hanging loose at Rajakadai junction.",10,WhatsApp,Chennai,False,,The traffic signal at Rajakadai junction is malfunctioning causing accidents and chaos.,The traffic signal at the main junction in Rajakadai has been non-functional for two days. Near-miss accidents are being reported during peak hours.,English,Transportation & Traffic,Traffic Signals,signal_malfunction,7,True,False,Malfunctioning traffic signal at a busy intersection directly causes accidents.,0.92,False,False
பெண்கள் இரவில் வெளியே போக பயப்படுகிறார்கள்.,161,Voice Hotline,Chennai,False,,"Street lights are non-functional in Tambaram North, leaving the area in complete darkness at night.",Street lighting has been out in Tambaram North for over two weeks. Residents report safety concerns including theft and women being unable to walk at night.,Tamil,Core Infrastructure & Public Works,Street Lighting,no_lighting,6,True,False,Sustained street lighting failure creates conditions for accidents and crime.,0.93,False,False
"The road near the school is completely broken, children struggling to walk.",43,Mobile App,Chennai,False,,Large potholes on the road in Tondiarpet East are causing accidents and vehicle damage.,"Multiple deep potholes have been reported on the road in Tondiarpet East, causing accidents and vehicle damage. Residents have been requesting repairs for over a month with no response.",English,Core Infrastructure & Public Works,Roads,pothole,5,False,False,Pothole on public road causes recurring accidents and is a road maintenance failure.,0.88,False,False
